Id,Condition,Dominant,TimeInsideGazeBounds,TimeSecondzone,TimeOutsideGazeBounds,TotalTime,PercentageInsideGazeBounds,PercentageSecondZone,PercentageOutsideGazeBounds
9,FaceToFaceNoIntersect,True,13.53799,17.79001,37.67068,68.99869,19.62066,25.78311,54.59623,17
10,FaceToFaceNoIntersect,True,21.26575,28.38721,22.95798,72.61093,29.28725,39.09495,31.6178,8
9,Angled90,True,12.55522,19.07536,21.33989,52.97047,23.7023,36.01131,40.28638,12
10,Angled90,True,19.09656,16.093,0.3613892,35.55095,53.71603,45.26743,1.016539,3
11,CoupledView,True,23.45874,18.62787,17.94513,60.03174,39.07723,31.03003,29.89274,10
12,CoupledView,True,49.74213,24.1795,3.145996,77.06763,64.54348,31.3744,4.082124,4
11,Angled90,True,11.71756,36.33682,66.20676,114.2611,10.25507,31.80156,57.94337,31
12,Angled90,True,70.0383,29.23608,0.1665955,99.44098,70.43203,29.40044,0.167532,1
11,SideBySide,True,29.29877,40.47491,67.21362,136.9873,21.38794,29.54647,49.06559,27
12,SideBySide,TRUE,44.81375,54.6994,0.3335876,99.84674,44.88254,54.78336,0.3340997,1
11,FaceToFaceNoIntersect,True,20.77127,25.85519,20.88028,67.50674,30.76918,38.30016,30.93066,17
12,FaceToFaceNoIntersect,True,43.07254,20.49405,1.352936,64.91953,66.34759,31.56839,2.08402,2
11,FacetoFaceIntersect,True,13.41394,19.02087,26.60641,59.04123,22.71962,32.21626,45.06413,15
12,FacetoFaceIntersect,True,30.72842,30.02319,0,60.75162,50.58042,49.41958,0,0
13,FaceToFaceNoIntersect,True,92.36743,26.16248,13.24963,131.7795,70.09239,19.85321,10.05439,9
14,FaceToFaceNoIntersect,True,62.61914,77.06744,6.933655,146.6202,42.70839,52.56262,4.728989,6
13,SideBySide,True,7.907349,13.60406,57.38773,78.89914,10.0221,17.24235,72.73555,12
14,SideBySide,True,23.93158,15.85547,0.2502747,40.03732,59.77317,39.60172,0.6251034,1
13,Angled90,True,19.29327,126.344,48.26434,193.9016,9.950031,65.15882,24.89115,19
14,Angled90,True,65.85974,49.98895,4.316223,120.1649,54.8078,41.60029,3.591916,6
13,FacetoFaceIntersect,True,24.26773,23.62509,14.58972,62.48254,38.83922,37.81071,23.35008,6
14,FacetoFaceIntersect,True,50.8674,67.98154,9.717468,128.5664,39.56508,52.87659,7.558326,9
13,CoupledView,True,30.78796,22.48166,10.31448,63.58411,48.42085,35.35736,16.2218,6
14,CoupledView,True,25.26376,24.10263,15.25641,64.6228,39.09419,37.29741,23.6084,12
15,FacetoFaceIntersect,True,29.2926,25.10214,22.55536,76.9501,38.06701,32.62132,29.31167,14
16,FacetoFaceIntersect,True,28.11105,66.06805,39.06094,133.2401,21.09805,49.58573,29.31622,18
15,SideBySide,True,9.354736,12.44919,73.60428,95.4082,9.80496,13.04834,77.1467,18
16,SideBySide,True,10.97385,15.92285,8.770447,35.66714,30.76738,44.64291,24.58971,9
15,FaceToFaceNoIntersect,True,28.16467,19.91144,20.32349,68.3996,41.17667,29.11046,29.71287,14
16,FaceToFaceNoIntersect,True,43.10413,38.87857,7.795471,89.77817,48.01181,43.30515,8.683037,8
15,CoupledView,True,25.8913,18.09714,27.49573,71.48416,36.21963,25.31629,38.46408,13
16,CoupledView,True,35.94876,35.50677,27.96881,99.42435,36.1569,35.71235,28.13075,12
15,Angled90,True,18.31956,79.21497,23.05359,120.5881,15.19185,65.69052,19.11763,16
16,Angled90,True,37.41158,61.41913,28.27155,127.1022,29.43423,48.32261,22.24315,21
17,CoupledView,True,72.16663,43.03699,7.796265,122.9999,58.67211,34.98946,6.338433,6
18,CoupledView,True,105.3793,46.83038,19.99176,172.2015,61.19537,27.19511,11.60952,6
17,SideBySide,True,19.43192,37.18576,79.34058,135.9583,14.29256,27.35087,58.35657,21
18,SideBySide,True,80.07495,26.88379,0,106.9587,74.86527,25.13473,0,0
17,Angled90,True,15.80084,35.01013,35.84964,86.66061,18.23302,40.39913,41.36786,15
18,Angled90,True,47.85092,17.48993,3.634491,68.97534,69.37395,25.35678,5.269261,3
17,FacetoFaceIntersect,True,36.04691,57.22025,12.14017,105.4073,34.19773,54.28489,11.51739,11
18,FacetoFaceIntersect,True,59.43314,33.92865,0.2510986,93.61288,63.4882,36.24357,0.2682309,1
17,FaceToFaceNoIntersect,True,19.69392,19.38217,12.73579,51.81189,38.01043,37.40873,24.58083,8
18,FaceToFaceNoIntersect,True,32.46555,44.64575,8.519501,85.6308,37.9134,52.13749,9.949108,7
